Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
22491319,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22491878,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22492717,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22493736,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22494747,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22495565,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22496579,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22497599,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22498609,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22499430,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22500444,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22501461,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22502474,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22503291,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22504304,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22505325,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22506143,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22507155,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22508167,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22509194,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22510014,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22511394,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22511932,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22512931,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22513876,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22514899,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22515728,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22516750,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22517779,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22518607,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22519631,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22520652,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22521483,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22522507,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22523526,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22524354,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22525382,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22526401,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22527222,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22528248,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22529275,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22530297,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22531463,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22532212,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22533045,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22534063,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22535074,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22535896,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22536909,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22537926,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22538746,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22539759,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22540771,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22541789,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22542799,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22543621,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22544634,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22545461,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22546475,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22547489,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22548307,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22549321,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22550333,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22551519,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22552256,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22553305,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22554220,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22555091,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22556113,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22557140,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22557966,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22558987,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22560009,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22560864,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22561911,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22562738,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22563761,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22564783,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22565618,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22566640,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22567467,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22568490,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22569519,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22571508,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22571521,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22572359,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22573399,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22574412,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22575233,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22576247,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22577267,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22578081,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22579094,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22580396,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22581043,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22581872,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22582888,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22583899,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22584913,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22585926,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22586746,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22587759,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22588771,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22589596,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22591628,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22591641,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22592588,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22593430,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22594485,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22595506,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22596330,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22597351,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22598176,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22599197,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22600217,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22601248,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22602068,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22603094,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22604113,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22605140,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22605966,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22606988,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22607816,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22608850,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22609878,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22611720,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22611733,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22612659,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22613653,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22614665,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22615489,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22616500,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22617518,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22618337,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22619350,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22620363,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22621380,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22622196,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22623205,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22624280,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22625128,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22626150,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22626976,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22627997,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22629017,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22629850,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22631857,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22631873,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22632786,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22633819,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22634642,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22635656,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22636696,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22637536,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22638568,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22639581,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22640594,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22641421,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22642433,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22643446,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22644268,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22645285,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22646298,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22647308,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22648127,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22649147,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22650159,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22651996,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22652009,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22652915,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22653962,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22654860,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22655896,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22656742,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22657768,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22658790,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22659619,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22660641,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22661667,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22662492,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22663552,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22664574,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22665409,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22666428,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22667449,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22668278,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22669304,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22670130,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22672146,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22672158,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22673096,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22674124,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22674956,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22675972,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22676984,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22677812,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22678826,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22679867,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22680687,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22681705,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22682719,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22683732,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22684551,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22685569,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22686582,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22687403,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22688416,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22689431,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22690442,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22692272,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22692284,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22693179,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22694200,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22695258,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22696191,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22697103,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22698124,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22698951,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22699971,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22700993,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22701827,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22702850,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22703871,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22704700,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22705724,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22706747,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22707575,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22708612,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22709443,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22710465,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22712459,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22712472,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22713420,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22714431,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22715444,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22716266,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22717285,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22718101,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22719115,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22720126,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22721142,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22721960,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22722974,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22723987,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22724996,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22725827,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22726840,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22727662,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22728672,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22729693,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22730514,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22732532,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22732542,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22733636,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22734476,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22735512,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22736360,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22737395,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22738418,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22739246,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22740267,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22741289,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22742113,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22743135,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22744170,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22744997,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22746021,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22746852,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22747875,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22748897,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22749726,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22750749,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22752493,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22752878,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22753734,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22754554,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22755569,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22756581,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22757405,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22758452,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22759466,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22760479,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22761307,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22762321,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22763332,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22764148,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22765166,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22766213,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22767044,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22768058,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22769070,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22770087,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22770907,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22772672,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22773066,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22773902,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22774729,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22775775,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22776993,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22777638,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22778465,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22779490,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22780513,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22781536,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22782362,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22783384,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22784405,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22785236,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22786257,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22787278,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22788102,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22789129,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22790151,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22791172,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22792723,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22793106,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22793943,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22794955,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22795776,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22796789,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22797807,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22798819,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22799642,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22800656,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22801676,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22802498,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22803512,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22804522,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22805537,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22806549,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22807374,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22808383,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22809220,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22810236,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22811249,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22812812,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22813150,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22813992,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22815039,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22816071,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22816900,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22817921,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22818941,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22819771,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22820794,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22821819,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22822718,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22823741,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22824569,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22825600,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22826619,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22827449,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22828471,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22829535,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22830385,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22831406,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22832993,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22833384,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22834220,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22835256,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22836081,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22837090,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22838109,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22839120,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22839937,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22840952,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22841969,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22842794,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22843806,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22844818,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22845644,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22846654,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22847669,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22848680,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22849696,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
22850517,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22851529,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
22853099,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
22853452,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
22854293,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
22855345,00000161,false,Rx,0,7,00,00,00,00,00,00,00,00,
22856383,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
22857283,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
